Model,Accuracy_mean,Accuracy_std,Precision_mean,Precision_std,Recall_mean,Recall_std,F1_mean,F1_std,ROC_AUC_mean,ROC_AUC_std,SPD_mean,SPD_std,EOD_mean,EOD_std,DI_mean,DI_std,Female_Selection_Rate_mean,Female_Selection_Rate_std,Male_Selection_Rate_mean,Male_Selection_Rate_std
XGBoost_Baseline,0.8704661716879004,0.00245633657120428,0.7825589277574838,0.009622717382439461,0.6643575388267564,0.00845769732129333,0.7185697301835919,0.005158880649260466,0.9278754294813651,0.0030354053143521235,0.18895687914382747,0.007466553573272646,0.09978309590083609,0.026206450027561484,0.30703433090791116,0.02493596339848255,0.08371229913401743,0.00676512502488324,0.27266917827784487,0.0038405202806013087
XGBoost_Reweighing,0.8648630751468163,0.0041583257114422715,0.7875710435308155,0.009493310142063052,0.6259953639429018,0.0156578784941385,0.6974661884948664,0.011347446529594,0.9234757818474879,0.0040372040303531444,0.10740662156614826,0.012823596452652576,0.1185414721381163,0.03089875026419198,0.539140189306607,0.046196948992656583,0.1253431534856303,0.009329182497071212,0.23274977505177857,0.006780432912126675
