Model,Accuracy_Mean,Accuracy_STD,Precision_Mean,Precision_STD,Recall_Mean,Recall_STD,F1_Mean,F1_STD,ROC_AUC_Mean,ROC_AUC_STD
XGBoost_Baseline_5Fold,0.8704661716879004,0.002456336571204263,0.7825589277574838,0.009622717382439427,0.6643575388267564,0.00845769732129333,0.7185697301835918,0.005158880649260487,0.9278754294813651,0.003035405314352129
